开始节点,开始节点类型,关系,结束节点,结束节点类型,文本
赛车场,土壤环境试行,属于,其他行业,土壤环境试行,矸石、油页岩、石油焦等综 生活垃圾及污泥发电 热力生产工程；燃 其他 水生产和供应业 合利用发电；工业废水处理；燃气 油锅炉总容量 65 生产 t/h（不含）以上的 热力生产工程 油库（不含加油站的油库）；机场 的供油工程及油库；涉及危险品、 交通运输仓储邮 公路的加油站；铁 化学品、石油、成品油储罐区的码 其他 政业 路的维修场所 头及仓储；石油及成品油的输送管 线 一般工业固体废物 处置及综合利用 采取填埋和焚烧方式的一般工业固 环境和公共设施 （除采取填埋和焚 危险废物利用及处置 体废物处置及综合利用；城镇生活 其他 管理业 烧方式以外的）； 垃圾（不含餐厨废弃物）集中处置 废旧资源加工、再 生利用 社会事业与服务 高尔夫球场；加油 其他 业 站；赛车场 其他行业 全部 注1：仅切割组装的、单纯混合和分装的、编织物及其制品制造的，列入Ⅳ类。
木材加工和木制品业,土壤环境试行,包括,其他用品制造,土壤环境试行,a其他用品制造包括①木材加工和木、竹、藤、棕、草制品业；②家具制造业；③文教、工美、体育和娱乐 用品制造业；④仪器仪表制造业等制造业。
家具制造业,土壤环境试行,包括,其他用品制造,土壤环境试行,a其他用品制造包括①木材加工和木、竹、藤、棕、草制品业；②家具制造业；③文教、工美、体育和娱乐 用品制造业；④仪器仪表制造业等制造业。
文教用品制造业,土壤环境试行,包括,其他用品制造,土壤环境试行,a其他用品制造包括①木材加工和木、竹、藤、棕、草制品业；②家具制造业；③文教、工美、体育和娱乐 用品制造业；④仪器仪表制造业等制造业。
工美体育娱乐用品制造业,土壤环境试行,包括,其他用品制造,土壤环境试行,a其他用品制造包括①木材加工和木、竹、藤、棕、草制品业；②家具制造业；③文教、工美、体育和娱乐 用品制造业；④仪器仪表制造业等制造业。
仪器仪表制造业,土壤环境试行,包括,其他用品制造,土壤环境试行,a其他用品制造包括①木材加工和木、竹、藤、棕、草制品业；②家具制造业；③文教、工美、体育和娱乐 用品制造业；④仪器仪表制造业等制造业。
建设项目土壤环境影响评价,土壤环境试行,参照,相近或相似项目类别,土壤环境试行,注2：建设项目土壤环境影响评价项目类别不在本表的，可根据土壤环境影响源、影响途径、影响因子的识 别结果，参照相近或相似项目类别确定。
污染源,土壤环境试行,影响途径,大气沉降,土壤环境试行,13 HJ 964—2018 附 录 B （资料性附录） 建设项目土壤环境影响识别表 B.1 建设项目土壤环境影响类型与影响途径识别 表B.1 建设项目土壤环境影响类型与影响途径表 污染影响型 生态影响型 不同时段 大气沉降 地面漫流 垂直入渗 其他 盐化 碱化 酸化 其他 建设期 运营期 服务期满后 注：在可能产生的土壤环境影响类型处打“√”，列表未涵盖的可自行设计。
污染源,土壤环境试行,影响途径,地面漫流,土壤环境试行,13 HJ 964—2018 附 录 B （资料性附录） 建设项目土壤环境影响识别表 B.1 建设项目土壤环境影响类型与影响途径识别 表B.1 建设项目土壤环境影响类型与影响途径表 污染影响型 生态影响型 不同时段 大气沉降 地面漫流 垂直入渗 其他 盐化 碱化 酸化 其他 建设期 运营期 服务期满后 注：在可能产生的土壤环境影响类型处打“√”，列表未涵盖的可自行设计。
污染源,土壤环境试行,影响途径,垂直入渗,土壤环境试行,13 HJ 964—2018 附 录 B （资料性附录） 建设项目土壤环境影响识别表 B.1 建设项目土壤环境影响类型与影响途径识别 表B.1 建设项目土壤环境影响类型与影响途径表 污染影响型 生态影响型 不同时段 大气沉降 地面漫流 垂直入渗 其他 盐化 碱化 酸化 其他 建设期 运营期 服务期满后 注：在可能产生的土壤环境影响类型处打“√”，列表未涵盖的可自行设计。
盐化,土壤环境试行,影响类型,生态影响型,土壤环境试行,13 HJ 964—2018 附 录 B （资料性附录） 建设项目土壤环境影响识别表 B.1 建设项目土壤环境影响类型与影响途径识别 表B.1 建设项目土壤环境影响类型与影响途径表 污染影响型 生态影响型 不同时段 大气沉降 地面漫流 垂直入渗 其他 盐化 碱化 酸化 其他 建设期 运营期 服务期满后 注：在可能产生的土壤环境影响类型处打“√”，列表未涵盖的可自行设计。
碱化,土壤环境试行,影响类型,生态影响型,土壤环境试行,13 HJ 964—2018 附 录 B （资料性附录） 建设项目土壤环境影响识别表 B.1 建设项目土壤环境影响类型与影响途径识别 表B.1 建设项目土壤环境影响类型与影响途径表 污染影响型 生态影响型 不同时段 大气沉降 地面漫流 垂直入渗 其他 盐化 碱化 酸化 其他 建设期 运营期 服务期满后 注：在可能产生的土壤环境影响类型处打“√”，列表未涵盖的可自行设计。
酸化,土壤环境试行,影响类型,生态影响型,土壤环境试行,13 HJ 964—2018 附 录 B （资料性附录） 建设项目土壤环境影响识别表 B.1 建设项目土壤环境影响类型与影响途径识别 表B.1 建设项目土壤环境影响类型与影响途径表 污染影响型 生态影响型 不同时段 大气沉降 地面漫流 垂直入渗 其他 盐化 碱化 酸化 其他 建设期 运营期 服务期满后 注：在可能产生的土壤环境影响类型处打“√”，列表未涵盖的可自行设计。
建设期,土壤环境试行,时段,土壤环境影响,土壤环境试行,注2：建设项目土壤环境影响评价项目类别不在本表的，可根据土壤环境影响源、影响途径、影响因子的识 别结果，参照相近或相似项目类别确定。
运营期,土壤环境试行,时段,土壤环境影响,土壤环境试行,13 HJ 964—2018 附 录 B （资料性附录） 建设项目土壤环境影响识别表 B.1 建设项目土壤环境影响类型与影响途径识别 表B.1 建设项目土壤环境影响类型与影响途径表 污染影响型 生态影响型 不同时段 大气沉降 地面漫流 垂直入渗 其他 盐化 碱化 酸化 其他 建设期 运营期 服务期满后 注：在可能产生的土壤环境影响类型处打“√”，列表未涵盖的可自行设计。
服务期满后,土壤环境试行,时段,土壤环境影响,土壤环境试行,13 HJ 964—2018 附 录 B （资料性附录） 建设项目土壤环境影响识别表 B.1 建设项目土壤环境影响类型与影响途径识别 表B.1 建设项目土壤环境影响类型与影响途径表 污染影响型 生态影响型 不同时段 大气沉降 地面漫流 垂直入渗 其他 盐化 碱化 酸化 其他 建设期 运营期 服务期满后 注：在可能产生的土壤环境影响类型处打“√”，列表未涵盖的可自行设计。
工艺流程节点,土壤环境试行,关联,污染源,土壤环境试行,B.2 建设项目土壤环境影响源及影响因子识别 表B.2 污染影响型建设项目土壤环境影响源及影响因子识别表 污染源 工艺流程/节点 污染途径 全部污染物指标a 特征因子 备注b 大气沉降 地面漫流 垂直入渗 车间/场地 其他 a根据工程分析结果填写
车间场地,土壤环境试行,关联,污染源,土壤环境试行,B.2 建设项目土壤环境影响源及影响因子识别 表B.2 污染影响型建设项目土壤环境影响源及影响因子识别表 污染源 工艺流程/节点 污染途径 全部污染物指标a 特征因子 备注b 大气沉降 地面漫流 垂直入渗 车间/场地 其他 a根据工程分析结果填写
污染源,土壤环境试行,污染途径,大气沉降,土壤环境试行,B.2 建设项目土壤环境影响源及影响因子识别 表B.2 污染影响型建设项目土壤环境影响源及影响因子识别表 污染源 工艺流程/节点 污染途径 全部污染物指标a 特征因子 备注b 大气沉降 地面漫流 垂直入渗 车间/场地 其他 a根据工程分析结果填写。
污染源,土壤环境试行,污染途径,地面漫流,土壤环境试行,B.2 建设项目土壤环境影响源及影响因子识别 表B.2 污染影响型建设项目土壤环境影响源及影响因子识别表 污染源 工艺流程/节点 污染途径 全部污染物指标a 特征因子 备注b 大气沉降 地面漫流 垂直入渗 车间/场地 其他 a根据工程分析结果填写。
污染源,土壤环境试行,污染途径,垂直入渗,土壤环境试行,B.2 建设项目土壤环境影响源及影响因子识别 表B.2 污染影响型建设项目土壤环境影响源及影响因子识别表 污染源 工艺流程/节点 污染途径 全部污染物指标a 特征因子 备注b 大气沉降 地面漫流 垂直入渗 车间/场地 其他 a根据工程分析结果填写。
污染源,土壤环境试行,污染途径,车间场地,土壤环境试行,B.2 建设项目土壤环境影响源及影响因子识别 表B.2 污染影响型建设项目土壤环境影响源及影响因子识别表 污染源 工艺流程/节点 污染途径 全部污染物指标a 特征因子 备注b 大气沉降 地面漫流 垂直入渗 车间/场地 其他 a根据工程分析结果填写。
污染源,土壤环境试行,包含指标,全部污染物指标,土壤环境试行,B.2 建设项目土壤环境影响源及影响因子识别 表B.2 污染影响型建设项目土壤环境影响源及影响因子识别表 污染源 工艺流程/节点 污染途径 全部污染物指标a 特征因子 备注b 大气沉降 地面漫流 垂直入渗 车间/场地 其他 a根据工程分析结果填写。
污染源,土壤环境试行,包含特征,特征因子,土壤环境试行,B.2 建设项目土壤环境影响源及影响因子识别 表B.2 污染影响型建设项目土壤环境影响源及影响因子识别表 污染源 工艺流程/节点 污染途径 全部污染物指标a 特征因子 备注b 大气沉降 地面漫流 垂直入渗 车间/场地 其他 a根据工程分析结果填写。
大气沉降,土壤环境试行,涉及目标,土壤环境敏感目标,土壤环境试行,b应描述污染源特征，如连续、间断、正常、事故等；涉及大气沉降途径的，应识别建设项目周边的土壤环境 敏感目标。
物质输入运移,土壤环境试行,导致,盐化,土壤环境试行,表B.3 生态影响型建设项目土壤环境影响途径识别表 影响结果 影响途径 具体指标 土壤环境敏感目标 物质输入/运移 盐化/酸化/碱化/其他 水位变化 14 HJ 964—2018 附 录 C （资料性附录） 土壤理化特性调查表 表C.1 土壤理化特性调查表 点号 时间 经度 纬度 层次 颜色 现 结构 场 质地 记 砂砾含量 录 其他异物 pH值 实 阳离子交换量 验 氧化还原电位 室 饱和导水率/（cm/s） 测 土壤容重/（kg/m3） 定 孔隙度 注1：根据7.3.2确定需要调查的理化特性并记录，土壤环境生态影响型建设项目还应调查植被、地下水位埋深、 地下水溶解性总固体等。
物质输入运移,土壤环境试行,导致,酸化,土壤环境试行,表B.3 生态影响型建设项目土壤环境影响途径识别表 影响结果 影响途径 具体指标 土壤环境敏感目标 物质输入/运移 盐化/酸化/碱化/其他 水位变化 14 HJ 964—2018 附 录 C （资料性附录） 土壤理化特性调查表 表C.1 土壤理化特性调查表 点号 时间 经度 纬度 层次 颜色 现 结构 场 质地 记 砂砾含量 录 其他异物 pH值 实 阳离子交换量 验 氧化还原电位 室 饱和导水率/（cm/s） 测 土壤容重/（kg/m3） 定 孔隙度 注1：根据7.3.2确定需要调查的理化特性并记录，土壤环境生态影响型建设项目还应调查植被、地下水位埋深、 地下水溶解性总固体等。
